,start_time,end_time,key,reaction_time
0,0.5345627200440504,2.6456911740242504,z,2.1111284539802
1,2.6687437130021863,3.6160500650294125,m,0.9473063520272262
2,3.6356356170144863,4.469107007025741,z,0.8334713900112547
3,4.485585637041368,5.091795414045919,z,0.6062097770045511
4,5.101205551007297,5.746871296025347,z,0.6456657450180501
5,5.768655838037375,6.359878234041389,z,0.5912223960040137
6,6.36788025603164,6.862884386035148,z,0.4950041300035082
7,6.885240762028843,7.403949702042155,m,0.5187089400133118
8,7.421093928045593,8.135045914037619,z,0.7139519859920256
9,8.154904618044384,8.923824574041646,z,0.7689199559972622
10,8.937094105000142,9.478768171044067,z,0.5416740660439245
11,9.487700185040012,10.123680718010291,z,0.6359805329702795
12,10.137294231040869,10.789710871002171,m,0.6524166399613023
13,10.804238112003077,11.364749335043598,z,0.5605112230405211
14,11.387737773999106,12.247813426016364,z,0.8600756520172581
15,12.256172578025144,12.860413310001604,m,0.6042407319764607
16,12.872894749045372,13.68791662500007,m,0.8150218759546988
17,13.706716058019083,14.252847900032066,m,0.5461318420129828
18,14.273559402034152,14.738691092003137,m,0.4651316899689846
19,14.75714214501204,15.38157908100402,z,0.6244369359919801
20,15.38931641104864,15.876574358029757,z,0.48725794698111713
21,15.889546783000696,16.382485786045436,z,0.49293900304473937
22,16.40706657402916,16.97354328405345,m,0.5664767100242898
23,16.990172555029858,17.717612394015305,z,0.7274398389854468
